Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,High,Low,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Max2,R_vol,Forward pe,Pe,Rsi,W rsi,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,Lod dist,E_s50,Avg_true_range,Adr p - adr%
2026-03-13T07:58:33.835,APEX,29.03,10.33,11.86,fmcg,aquaculture,296.29,2026-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SWANDEF,0.01,18.8,18.8,transportation,miscellaneous,611.69,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,J&KBANK,0.76,13.81,18.2,bank,banks - private sector,5700.77,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,CCL,1.28,3.83,8.27,fmcg,tea,7631.88,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,VENUSREM,1.33,23.54,39.26,healthcare,pharmaceuticals - indian - formulations,722.06,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,AEROFLEX,1.61,11.05,16.44,metals & mining,steel - medium / small,1012.16,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,STLTECH,2.38,16.15,24.68,industrials,cables - telephone,5445.85,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,AETHER,3.32,10.66,10.73,chemicals,chemicals,3473.27,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,EMCURE,4.5,5.14,13.67,healthcare,pharmaceuticals - indian - bulk drugs & formln,6351.21,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MBAPL,4.6,2.84,5.96,chemicals,fertilizers,1032.88,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,WHEELS,4.88,5.33,11.24,auto,auto ancillaries,948.06,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,GRANULES,6.42,5.79,7.66,healthcare,pharmaceuticals - indian - bulk drugs & formln,8711.2,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SMSPHARMA,6.61,12.51,19.94,healthcare,pharmaceuticals - indian - bulk drugs,1211.83,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,HAPPYFORGE,6.79,10.26,13.03,industrials,castings & forgings,2589.8,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SEAMECLTD,7.36,5.77,11.25,miscellaneous,miscellaneous,929.63,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,GPIL,8.72,8.5,12.75,metals & mining,steel - medium / small,6472.96,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,STYLAMIND,8.84,0.68,3.5,building materials,miscellaneous,1794.78,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,LGBBROSLTD,9.25,10.41,15.34,auto,bearings,3863.42,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MRPL,9.83,11.88,19.7,energy,refineries,3830.55,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,AARTIIND,9.86,10.75,14.36,chemicals,chemicals,9361.12,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,PRECWIRE,10.24,13.5,13.5,metals & mining,mining / minerals / metals,2535.18,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MTARTECH,10.36,11.9,13.49,aerospace & defence,engineering,7501.9,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MMFL,10.46,8.29,12.92,industrials,castings & forgings,945.84,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,DBOL,10.5,8.71,14.45,fmcg,sugar,337.93,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SCI,10.62,10.56,13.38,transportation,shipping,4233.22,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,STAR,11.17,6.58,11.71,healthcare,pharmaceuticals - indian - bulk drugs & formln,6054.05,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,DIVGIITTS,11.35,9.63,12.43,auto,auto ancillaries,858.63,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,GNA,11.5,8.98,12.13,auto,auto ancillaries,561.0,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,DYNAMATECH,11.55,11.89,15.21,industrials,engineering,3823.83,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,JPOLYINVST,11.76,14.32,45.21,financials,finance & investments,350.13,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,TDPOWERSYS,12.9,10.91,16.64,industrials,electric equipment,9282.83,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,TMB,12.99,8.06,11.7,bank,banks - private sector,9934.18,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,CIEINDIA,13.17,5.66,7.96,industrials,castings & forgings,5942.73,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SANSERA,13.21,6.61,10.06,auto,auto ancillaries,9035.13,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MANOMAY,13.42,10.38,12.22,textiles,textiles - products,173.39,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SKYGOLD,13.43,5.72,9.06,consumer discretionary,diamond cutting / jewellery,2593.97,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,BAJAJCON,13.67,10.38,10.38,fmcg,personal care - indian,2628.5,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,PREMIERPOL,13.76,18.67,20.06,plastic products,plastics products,207.77,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,ARVIND,13.79,10.22,10.22,textiles,textiles - cotton/blended,5520.32,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,MANGLMCEM,13.88,5.5,7.37,building materials,cement - north india,1335.98,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SUNTV,14.19,5.69,7.33,media,entertainment / electronic media software,5845.26,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,BLISSGVS,14.23,11.69,13.32,healthcare,pharmaceuticals - indian - formulations,1430.61,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,CEATLTD,14.23,16.97,19.82,auto,tyres,8128.66,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,CHENNPETRO,14.43,11.67,19.97,energy,refineries,4597.56,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,ROSSTECH,14.5,6.74,9.62,aerospace & defence,engineering,682.16,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,GRWRHITECH,14.72,8.73,10.24,industrials,packaging,3722.49,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,AVANTIFEED,16.05,10.83,14.05,fmcg,food - processing - indian,9668.81,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,PRIVISCL,16.6,5.77,6.03,chemicals,chemicals,4416.22,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SOUTHWEST,17.17,13.0,21.86,metals & mining,mining / minerals / metals,186.25,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,GODAVARIB,17.21,12.29,13.86,fmcg,sugar,542.06,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SHARDACROP,20.34,5.93,11.27,chemicals,pesticides / agrochemicals - indian,2347.09,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,RACLGEAR,23.96,13.55,15.17,auto,auto ancillaries,869.23,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,ICEMAKE,24.67,6.46,12.21,industrials,engineering,333.17,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,SUMEETINDS,27.31,11.56,11.67,textiles,textiles - manmade,157.58,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T23:34:54.094,APEX,29.03,10.33,11.86,fmcg,aquaculture,296.29,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
