Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,Lod dist%,E_s50,Avg_true_range,Adr%,Vars,Smavars,Ma_x,Rvol,Market_cap,Scan_Date,From52wh,3d range,5d,Free float,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score
2026-03-16T13:38:19.89,RACLGEAR,,,,,,,,,,auto,auto ancillaries,,,,,,,,,,,,,,,,,,,,2026-03-16,25.81,10.27,18.78,848.15,,,,,,,,,
2026-03-16T13:38:19.89,ICEMAKE,,,,,,,,,,industrials,engineering,,,,,,,,,,,,,,,,,,,,2026-03-16,27.36,7.84,10.77,321.27,,,,,,,,,
2026-03-11T14:11:05.551,NATIONALUM,,,401.25,3.22,,363.13,458.43,11.54,11.62,metals & mining,aluminium and aluminium products,,0.72,1.03,,,,,10.5,,,,,,,,,,,,2026-03-11,,,,,382.84,376.5,0.69,66.14,18.36,114.93,369.14,347.16,30.27
2026-03-11T14:11:05.551,GESHIP,,,1430.0,2.8,,1351.69,1547.47,6.28,8.78,transportation,shipping,,0.34,0.42,,,,,5.79,,,,,,,,,,,,2026-03-11,,,,,1363.18,1332.5,1.16,67.62,30.68,51.12,1318.45,1247.28,17.11
2026-03-11T14:11:05.551,GLENMARK,,,2275.4,2.23,,2111.74,2520.9,39.81,58.98,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.02,0.29,,,,,7.75,,,,,,,,,,,,2026-03-11,,,,,2183.44,2042.2,1.31,71.93,14.25,11.08,2131.87,2046.72,15.94
2026-03-11T14:11:05.551,ASTERDM,,,689.05,3.54,,662.07,729.52,168.88,103.82,healthcare,healthcare,,-0.01,0.13,,,,,4.07,,,,,,,,,,,,2026-03-11,,,,,648.61,629.25,0.85,71.07,30.08,17.35,631.22,592.7,15.76
2026-03-11T14:11:05.551,ABSLAMC,,,1000.55,2.54,,907.96,1139.44,26.81,27.72,financials,finance & investments,,0.08,0.27,,,,,10.2,,,,,,,,,,,,2026-03-11,,,,,968.24,865.25,2.89,68.99,29.81,18.04,880.07,812.11,14.25
2026-03-11T14:11:05.551,J&KBANK,,,124.8,3.27,,116.81,136.79,5.91,6.21,bank,banks - private sector,,0.13,0.08,,,,,6.84,,,,,,,,,,,,2026-03-11,,,,,118.19,108.7,2.07,65.91,21.04,20.1,111.87,103.12,7.92
2026-03-11T14:11:05.551,TIMKEN,,,3412.8,2.6,,3298.73,3583.91,117.68,56.0,industrials,bearings,,0.04,-0.02,,,,,3.46,,,,,,,,,,,,2026-03-11,,,,,3246.84,3216.0,1.96,60.06,17.04,19.71,3160.73,2979.47,7.43
2026-03-11T14:11:05.551,ASTRAL,,,1719.7,3.55,,1674.26,1787.86,107.21,88.71,plastic products,plastics products,,0.1,0.11,,,,,2.71,,,,,,,,,,,,2026-03-11,,,,,1643.85,1595.2,2.91,65.07,22.66,24.54,1607.07,1525.89,7.01
2026-03-11T14:11:05.551,BIOCON,,,400.8,1.26,,388.42,419.38,92.78,81.11,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.01,0.09,,,,,3.19,,,,,,,,,,,,2026-03-11,,,,,386.56,379.4,0.77,65.3,25.6,17.25,382.08,370.04,6.3
2026-03-11T14:11:05.551,AJANTPHARM,,,3058.0,1.94,,2962.62,3201.07,34.89,36.95,healthcare,pharmaceuticals - indian - formulations,,0.1,0.17,,,,,3.22,,,,,,,,,,,,2026-03-11,,,,,2950.19,2852.4,0.63,63.65,20.75,15.44,2877.03,2764.91,5.89
2026-03-11T14:11:05.551,AUROPHARMA,,,1313.4,2.14,,1207.95,1471.58,20.95,21.42,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.09,0.13,,,,,8.73,,,,,,,,,,,,2026-03-11,,,,,1264.2,1182.1,1.13,70.53,14.3,24.79,1232.71,1177.29,5.75
2026-03-11T14:11:05.551,AADHARHFC,,,483.0,0.6,,450.69,531.47,18.61,20.15,financials,finance - housing,,-0.12,0.05,,,,,7.17,,,,,,,,,,,,2026-03-11,,,,,463.93,441.6,0.36,57.87,20.39,-4.54,438.43,408.01,5.6
2026-03-11T14:11:05.551,COALINDIA,,,449.55,1.35,,430.64,477.91,9.68,9.15,metals & mining,mining / minerals / metals,,0.05,0.1,,,,,4.39,,,,,,,,,,,,2026-03-11,,,,,436.25,433.75,0.74,61.11,19.82,17.78,425.13,411.16,5.38
2026-03-11T14:11:05.551,LUPIN,,,2364.0,1.14,,2309.88,2445.18,22.96,22.98,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.1,0.18,,,,,2.34,,,,,,,,,,,,2026-03-11,,,,,2294.57,2284.4,0.75,68.49,21.44,21.6,2267.24,2208.27,5.17
2026-03-11T14:11:05.551,BANDHANBNK,,,184.23,1.08,,182.08,187.46,35.98,29.16,bank,banks - private sector,,0.02,-0.04,,,,,1.18,,,,,,,,,,,,2026-03-11,,,,,176.6,172.16,0.54,62.76,40.98,11.44,170.48,160.74,5.16
2026-03-11T14:11:05.551,NTPC,,,381.4,1.09,,376.52,388.72,16.85,15.13,power & utilities,power generation and supply,,0.06,0.09,,,,,1.3,,,,,,,,,,,,2026-03-11,,,,,368.92,366.6,0.59,59.76,20.78,13.68,361.8,349.61,5.03
2026-03-11T14:11:05.551,SARDAEN,,,548.4,0.65,,531.66,573.5,25.39,18.18,metals & mining,steel - medium / small,,-0.14,0.18,,,,,3.15,,,,,,,,,,,,2026-03-11,,,,,533.95,522.0,0.51,59.47,17.22,-1.44,506.21,483.07,5.03
2026-03-11T14:11:05.551,INOXINDIA,,,1197.7,0.43,,1140.22,1283.92,44.76,43.62,industrials,packaging,,-0.06,-0.07,,,,,5.04,,,,,,,,,,,,2026-03-11,,,,,1163.16,1126.3,0.5,61.37,19.55,7.54,1108.13,1051.76,4.71
2026-03-11T14:11:05.551,ABB,,,6285.0,0.97,,6014.22,6691.16,76.91,79.05,industrials,electric equipment,,0.11,0.0,,,,,4.5,,,,,,,,,,,,2026-03-11,,,,,6057.38,5833.5,0.96,65.8,33.11,24.53,5887.74,5629.8,4.52
2026-03-11T14:11:05.551,SUNPHARMA,,,1831.8,1.05,,1776.19,1915.22,32.71,39.84,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.05,0.05,,,,,3.13,,,,,,,,,,,,2026-03-11,,,,,1781.74,1748.0,0.63,71.32,28.86,13.93,1763.6,1723.65,3.85
2026-03-11T14:11:05.551,POWERGRID,,,301.15,0.84,,299.52,303.6,16.73,17.88,power & utilities,power generation and supply,,-0.03,-0.03,,,,,0.55,,,,,,,,,,,,2026-03-11,,,,,292.68,285.5,0.48,58.95,19.31,5.97,286.51,277.28,3.82
2026-03-11T14:11:05.551,DRREDDY,,,1326.9,0.94,,1298.29,1369.81,22.83,19.66,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.06,-0.01,,,,,2.2,,,,,,,,,,,,2026-03-11,,,,,1284.88,1273.6,0.95,62.22,19.15,8.86,1260.7,1220.15,3.78
2026-03-11T14:11:05.551,SUPREMEIND,,,4033.5,2.52,,3947.88,4161.92,83.54,61.37,plastic products,plastics products,,-0.15,-0.1,,,,,2.17,,,,,,,,,,,,2026-03-11,,,,,3859.24,3780.2,1.9,62.15,21.02,-7.37,3777.17,3589.32,3.54
2026-03-11T14:11:05.551,DIVISLAB,,,6416.0,0.69,,6322.87,6555.69,72.98,68.24,healthcare,pharmaceuticals - indian - bulk drugs,,-0.02,-0.07,,,,,1.47,,,,,,,,,,,,2026-03-11,,,,,6233.29,6173.5,0.47,57.33,28.27,7.08,6146.83,5978.96,3.18
2026-03-11T14:11:05.551,BALRAMCHIN,,,523.0,3.27,,478.4,589.9,23.27,22.82,fmcg,sugar,,-0.07,-0.14,,,,,9.32,,,,,,,,,,,,2026-03-11,,,,,491.86,471.1,1.48,72.03,41.74,-5.07,476.89,443.31,3.18
2026-03-11T14:11:05.551,WELCORP,,,838.5,3.35,,789.37,912.2,12.21,10.99,industrials,steel - large,,-0.11,-0.14,,,,,6.22,,,,,,,,,,,,2026-03-11,,,,,798.7,767.05,2.15,58.17,15.1,-2.78,771.34,738.02,3.17
2026-03-11T14:11:05.551,DMART,,,3953.3,0.17,,3814.61,4161.34,75.16,89.64,consumer discretionary,trading,,-0.21,-0.11,,,,,3.64,,,,,,,,,,,,2026-03-11,,,,,3829.94,3726.6,0.41,58.46,13.39,-5.52,3756.59,3647.76,2.86
2026-03-11T14:11:05.551,LINDEINDIA,,,6739.0,1.44,,6735.54,6744.19,74.32,96.05,chemicals,chemicals,,-0.04,-0.02,,,,,0.05,,,,,,,,,,,,2026-03-11,,,,,6507.2,6550.5,0.4,57.5,33.08,8.36,6320.02,6086.79,2.34
2026-03-11T14:11:05.551,TATAPOWER,,,386.6,1.39,,372.65,407.52,40.1,32.15,power & utilities,power generation and supply,,-0.08,-0.09,,,,,3.74,,,,,,,,,,,,2026-03-11,,,,,374.7,365.15,1.87,59.52,13.66,0.78,365.11,354.89,2.17
2026-03-11T14:11:05.551,PFC,,,410.35,-0.44,,403.56,420.54,5.38,5.39,financials,finance - term-lending institutions,,-0.05,-0.06,,,,,1.68,,,,,,,,,,,,2026-03-11,,,,,401.41,384.25,0.42,52.95,25.73,-1.91,379.36,362.71,1.31
2026-03-11T14:11:05.551,AKUMS,,,511.5,2.18,,479.75,559.13,29.53,24.09,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.03,-0.17,,,,,6.62,,,,,,,,,,,,2026-03-11,,,,,484.12,457.1,1.33,66.74,23.81,6.67,473.27,448.1,1.24
2026-03-11T14:11:05.551,GODIGIT,,,335.0,0.54,,329.49,343.27,55.1,60.25,financials,finance & investments,,-0.14,-0.11,,,,,1.67,,,,,,,,,,,,2026-03-11,,,,,325.31,317.8,0.13,53.72,21.11,-6.42,311.91,297.24,1.14
2026-03-11T14:11:05.551,ZYDUSLIFE,,,928.7,0.61,,905.87,962.95,22.41,18.8,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.18,-0.09,,,,,2.52,,,,,,,,,,,,2026-03-11,,,,,904.64,885.1,0.55,56.86,23.36,-2.72,890.77,869.77,1.06
2026-03-11T14:11:05.551,ONESOURCE,,,1484.0,0.69,,1386.9,1629.66,-47.93,832.71,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.26,-0.35,,,,,7.0,,,,,,,,,,,,2026-03-11,,,,,1423.06,1325.5,0.14,61.31,27.72,-21.64,1322.46,1213.71,0.35
2026-03-11T14:11:05.551,JSWENERGY,,,490.85,0.44,,479.69,507.59,50.92,37.45,power & utilities,power generation and supply,,-0.13,-0.09,,,,,2.33,,,,,,,,,,,,2026-03-11,,,,,479.02,465.5,0.35,54.02,9.99,-8.22,460.05,444.8,0.07
2026-03-11T14:11:05.551,THERMAX,,,3199.6,0.84,,3112.2,3330.7,44.14,52.41,industrials,electric equipment,,-0.12,-0.08,,,,,2.81,,,,,,,,,,,,2026-03-11,,,,,3096.51,3004.5,0.57,59.5,14.14,-2.26,2969.46,2824.26,-0.43
2026-03-11T14:11:05.551,MANKIND,,,2247.5,0.44,,2177.27,2352.85,56.76,51.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.2,-0.07,,,,,3.23,,,,,,,,,,,,2026-03-11,,,,,2177.85,2108.3,0.38,60.01,20.5,-7.79,2123.73,2040.2,-0.6
2026-03-11T14:11:05.551,MAHSEAMLES,,,562.0,2.72,,544.15,588.78,7.75,8.72,industrials,steel - large,,-0.19,-0.29,,,,,3.28,,,,,,,,,,,,2026-03-11,,,,,537.04,527.55,2.18,60.2,15.75,-13.92,522.33,508.42,-2.89
2026-03-11T14:11:05.551,TEJASNET,,,476.95,2.7,,432.22,544.04,-10.75,-10.67,telecom,telecommunications - equipment,,-0.26,-0.36,,,,,10.35,,,,,,,,,,,,2026-03-11,,,,,462.76,418.55,1.37,65.26,31.12,-15.28,394.49,347.69,-8.48
